"","Country","Locality","Site","Strata","Echinolittorina lineolata","Lottia subrugosa","Fissurella rosea","Chthamalus bisinuatus","Amphiroa","Ceramiaceae","Isognomon bicolor","Lithophyllum","Mytilaster solisianus","Tetraclita stalactifera","Ulva lactuca","Willeella brachyclados","Chaetomorpha antennina","Sargassum vulgare","Spyridia filamentosa","Phragmatopoma caudata","Gelidium pusillum","Petaloconchus varians","Perna perna","Centroceras clavulatum","Asteronema breviarticulatum","Stramonita haemastoma","Cyanophyceae","Peyssonnelia","Colpomenia sinuosa","Bunodosoma caissarum","Eriphia gonagra","Echinometra lucunter","Jania","Laurencia obtusa"
"143","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"145","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"151","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"153","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"157","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"160","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
