"","X","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"222",86,20,0.0612572183872291,0.0624045399440656,0.0600652286121919,"samples",31.8619596063811,0.752,"midtide","Arraial do Cabo"
"223",87,21,0.0598113091009087,0.0609202644229396,0.0585922581849808,"samples",31.1098930828244,0.707,"midtide","Arraial do Cabo"
"224",88,22,0.0584527638143681,0.0595566117464023,0.0571235277768374,"samples",30.4032675424747,0.702,"midtide","Arraial do Cabo"
"225",89,23,0.0571023431707936,0.0581763528358698,0.0558653909783399,"samples",29.7008679048483,0.613,"midtide","Arraial do Cabo"
"226",90,24,0.0559232888172968,0.0568721575135798,0.0549300519994269,"samples",29.0876016943689,0.563,"midtide","Arraial do Cabo"
"227",91,25,0.0548410876304865,0.0558572751550172,0.05368069564142,"samples",28.5247121050611,0.587,"midtide","Arraial do Cabo"
"228",92,26,0.0537123583268449,0.0546693150180652,0.0526240896856516,"samples",27.9376216620732,0.501,"midtide","Arraial do Cabo"
"229",93,27,0.0527497344513261,0.053670422200228,0.0516226248662252,"samples",27.4369282932683,0.519,"midtide","Arraial do Cabo"
"230",94,28,0.051751285390713,0.0527260125137596,0.0507294590418512,"samples",26.9176010290561,0.455,"midtide","Arraial do Cabo"
"231",95,29,0.0508771433348435,0.0517794839222205,0.049940128832534,"samples",26.462930059534,0.453,"midtide","Arraial do Cabo"
"232",96,30,0.0500058187457238,0.0509193600609426,0.0489771635775604,"samples",26.0097245501508,NA,"midtide","Arraial do Cabo"
"233",116,2,0.26187688734779,0.265425825105153,0.259455890528156,"samples",100,18.375,"lowtide","Arraial do Cabo"
"234",117,3,0.213755829559386,0.215758421161295,0.211424732081771,"samples",81.6245495065412,10.665,"lowtide","Arraial do Cabo"
"235",118,4,0.185827893266508,0.188074219473058,0.184012829943515,"samples",70.960020622101,7.453,"lowtide","Arraial do Cabo"
"236",119,5,0.16630891868087,0.168402829568204,0.164603413018431,"samples",63.5065279586894,5.573,"lowtide","Arraial do Cabo"
"237",120,6,0.151713953302717,0.153433061514432,0.149956383176631,"samples",57.9333116561869,4.306,"lowtide","Arraial do Cabo"
"238",121,7,0.140436242548162,0.142229801407271,0.139207204309827,"samples",53.6268183001783,3.402,"lowtide","Arraial do Cabo"
"239",122,8,0.131526472054963,0.133086566755452,0.130229781199396,"samples",50.2245438255447,2.92,"lowtide","Arraial do Cabo"
"240",123,9,0.123879286690062,0.125356092967502,0.122521498186862,"samples",47.3043986220678,2.427,"lowtide","Arraial do Cabo"
"241",124,10,0.117522703322436,0.119071173995521,0.116472803179831,"samples",44.8770811783624,2.052,"lowtide","Arraial do Cabo"
"242",125,11,0.112149737204494,0.113489848618299,0.111184016465786,"samples",42.8253666600029,1.856,"lowtide","Arraial do Cabo"
"243",126,12,0.107290187193376,0.108621405060475,0.106239863229646,"samples",40.9697046119567,1.595,"lowtide","Arraial do Cabo"
"244",127,13,0.103113283296307,0.104339510726656,0.102161274167548,"samples",39.3747170056156,1.44,"lowtide","Arraial do Cabo"
"245",128,14,0.0993434993630939,0.100620681855889,0.0983539598906223,"samples",37.9351917495334,1.247,"lowtide","Arraial do Cabo"
"246",129,15,0.0960767413591158,0.0974773143192937,0.0951085940569667,"samples",36.6877513827784,1.192,"lowtide","Arraial do Cabo"
"247",130,16,0.0929551799340083,0.0941429392401466,0.0919607410860871,"samples",35.4957556107491,1.052,"lowtide","Arraial do Cabo"
"248",131,17,0.0901992166066058,0.0914081824255427,0.089408926933349,"samples",34.4433666980375,0.98,"lowtide","Arraial do Cabo"
"249",132,18,0.0876330324327677,0.0886052148397756,0.0868955799228179,"samples",33.463446629555,0.879,"lowtide","Arraial do Cabo"
"250",133,19,0.0853301980425213,0.0863561823139481,0.0845156480160987,"samples",32.5840889994989,0.835,"lowtide","Arraial do Cabo"
"251",134,20,0.0831426403755638,0.0842326630603145,0.0823321283607965,"samples",31.7487508033287,0.758,"lowtide","Arraial do Cabo"
"252",135,21,0.0811579291959076,0.0821656808275546,0.08030314345181,"samples",30.9908713280697,0.728,"lowtide","Arraial do Cabo"
"253",136,22,0.0792524965139143,0.0801374382253497,0.0784389067304011,"samples",30.2632650466254,0.658,"lowtide","Arraial do Cabo"
"254",137,23,0.0775286615626007,0.0785121848055,0.0767173951121724,"samples",29.6050034608963,0.633,"lowtide","Arraial do Cabo"
"255",138,24,0.0758719950292402,0.0768557628885295,0.0750548862777633,"samples",28.9723907281963,0.59,"lowtide","Arraial do Cabo"
"256",139,25,0.0743268129901794,0.0753339372496862,0.073537320046067,"samples",28.3823493332836,0.538,"lowtide","Arraial do Cabo"
"257",140,26,0.0729188604467242,0.0737435912169265,0.0722794137852238,"samples",27.8447102320576,0.52,"lowtide","Arraial do Cabo"
"258",141,27,0.0715574281603759,0.0724098836103422,0.0709077283601791,"samples",27.3248353014609,0.487,"lowtide","Arraial do Cabo"
"259",142,28,0.0702823120746143,0.0711501470492177,0.0696484016479153,"samples",26.8379209736347,0.479,"lowtide","Arraial do Cabo"
"260",143,29,0.0690292205424969,0.0698945929486951,0.0684975304581824,"samples",26.3594169159424,0.439,"lowtide","Arraial do Cabo"
"261",144,30,0.0678792816541397,0.0686969335500735,0.0672579738898687,"samples",25.9203026053962,NA,"lowtide","Arraial do Cabo"
"262",20,2,0.197277866496015,0.204599628909257,0.191282821256985,"samples",100,17.858,"hightide","Concepción"
"263",21,3,0.162048037319477,0.167997333080429,0.155001708578781,"samples",82.142026471454,10.886,"hightide","Concepción"
"264",22,4,0.14057201383018,0.145792765972555,0.135649469579019,"samples",71.2558465513513,7.278,"hightide","Concepción"
"265",23,5,0.126213226669548,0.131722525574238,0.121830767849416,"samples",63.9773882956594,5.668,"hightide","Concepción"
"266",24,6,0.115032459475192,0.120006800761407,0.11059188191089,"samples",58.3098659359819,4.212,"hightide","Concepción"
"267",25,7,0.106724040635148,0.11161817904713,0.102767042708696,"samples",54.0983347654482,3.563,"hightide","Concepción"
"268",26,8,0.0996959166617311,0.104039364628891,0.0955244824002128,"samples",50.5357840859176,2.815,"hightide","Concepción"
"269",27,9,0.0941433476959624,0.0984551350569453,0.0899969013656097,"samples",47.721191113887,2.434,"hightide","Concepción"
"270",28,10,0.0893422760988941,0.0936022832484371,0.0855994083751597,"samples",45.2875315846437,2.132,"hightide","Concepción"
"271",29,11,0.0851364040590019,0.0888254216872262,0.0817184481004486,"samples",43.155578256784,1.841,"hightide","Concepción"
"272",30,12,0.0815054504486862,0.0848645670002011,0.0781884472286976,"samples",41.3150506422029,1.561,"hightide","Concepción"
"273",31,13,0.0784250814106847,0.0818605501774837,0.0757020837487361,"samples",39.7536139272212,1.482,"hightide","Concepción"
"274",32,14,0.0755016933252978,0.0787104006073371,0.0723295252703778,"samples",38.2717507373402,1.266,"hightide","Concepción"
"275",33,15,0.0730039854527758,0.0760651790341654,0.0700261107411914,"samples",37.0056645225582,1.209,"hightide","Concepción"
"276",34,16,0.0706180664892141,0.0735987670389403,0.0678445546305899,"samples",35.7962440204312,1.075,"hightide","Concepción"
"277",35,17,0.0684977895676191,0.0712209961599914,0.0657938200294966,"samples",34.721477266687,0.976,"hightide","Concepción"
"278",36,18,0.0665731460133995,0.0693613294733307,0.0640394174572325,"samples",33.7458769175934,0.94,"hightide","Concepción"
"279",37,19,0.064718194113319,0.0674303653672983,0.0623307320859092,"samples",32.8056032148067,0.779,"hightide","Concepción"
"280",38,20,0.0631823042818778,0.0659956526706865,0.0607515870753209,"samples",32.0270618311629,0.795,"hightide","Concepción"
"281",39,21,0.061613366431294,0.0642432569707948,0.0592138364487981,"samples",31.2317684318319,0.679,"hightide","Concepción"
"282",40,22,0.0602729076743023,0.0626780562601552,0.0578098860560357,"samples",30.5522909107088,0.74,"hightide","Concepción"
"283",41,23,0.0588133973504881,0.0611551760146686,0.0563673028047543,"samples",29.812466241202,0.584,"hightide","Concepción"
"284",42,24,0.0576612348399778,0.0600796744907193,0.0553717808849384,"samples",29.2284359437466,0.615,"hightide","Concepción"
"285",43,25,0.0564482466697664,0.0588243756668774,0.0543918625515518,"samples",28.6135731657999,0.509,"hightide","Concepción"
"286",44,26,0.0554435012964809,0.0578779057566261,0.0534863050443411,"samples",28.1042685027216,0.538,"hightide","Concepción"
"287",45,27,0.0543817374738414,0.0566393439991177,0.0520834103588808,"samples",27.566061231172,0.51,"hightide","Concepción"
"288",46,28,0.0533759812802525,0.055645194389821,0.0511220086593153,"samples",27.0562441840533,0.455,"hightide","Concepción"
"289",47,29,0.0524780344850098,0.0545024332958366,0.0502644846219816,"samples",26.6010756386955,0.47,"hightide","Concepción"
"290",48,30,0.0515509042291377,0.0537909656118451,0.049426814379347,"samples",26.1311140194123,NA,"hightide","Concepción"
"291",68,2,0.212939598162254,0.21898606784,0.207782416572824,"samples",100,18.251,"midtide","Concepción"
"292",69,3,0.174076088516609,0.178278489489707,0.168856843995446,"samples",81.7490452780737,10.804,"midtide","Concepción"
"293",70,4,0.151070834625096,0.154241118743532,0.146146281168755,"samples",70.9453929324994,7.438,"midtide","Concepción"
"294",71,5,0.135231350078921,0.138724671263452,0.131990264195693,"samples",63.5069058296421,5.467,"midtide","Concepción"
"295",72,6,0.123589153418329,0.125660668800916,0.12004716241861,"samples",58.0395353823095,4.311,"midtide","Concepción"
"296",73,7,0.114409586333189,0.116546606686644,0.111563822103685,"samples",53.7286570091167,3.322,"midtide","Concepción"
"297",74,8,0.107335262034964,0.109587885351108,0.104433852705821,"samples",50.4064358913543,2.988,"midtide","Concepción"
"298",75,9,0.100972786289518,0.102937139815828,0.0987963244015289,"samples",47.4185107706361,2.379,"midtide","Concepción"
"299",76,10,0.0959068601224215,0.0977321911350157,0.0933063052824137,"samples",45.0394670367242,2.056,"midtide","Concepción"
"300",77,11,0.091527797970676,0.0933147971949742,0.0888874894348126,"samples",42.9829861428283,1.851,"midtide","Concepción"
"301",78,12,0.0875870562778258,0.0892645478720865,0.0850671019045737,"samples",41.1323478741079,1.639,"midtide","Concepción"
"302",79,13,0.084096068317035,0.0856866717725826,0.0818503168987134,"samples",39.4929214870388,1.414,"midtide","Concepción"
"303",80,14,0.0810857756655949,0.0829696128622522,0.0790435545792534,"samples",38.0792376642928,1.303,"midtide","Concepción"
"304",81,15,0.0783108106157955,0.0797124917583976,0.0764252438367945,"samples",36.7760676227654,1.202,"midtide","Concepción"
"305",82,16,0.0757513110411175,0.0773025758243328,0.0738105513393867,"samples",35.5740837753423,1.057,"midtide","Concepción"
"306",83,17,0.0735014174756534,0.0749146814084699,0.0717614917579986,"samples",34.5174960927875,0.935,"midtide","Concepción"
"307",84,18,0.071509427685419,0.073105201237997,0.0697391466506765,"samples",33.5820243405037,0.921,"midtide","Concepción"
"308",85,19,0.0695479640997584,0.0708587494638937,0.0676862766359009,"samples",32.66088820491,0.821,"midtide","Concepción"
"309",86,20,0.0678006561653495,0.0692898321500747,0.066157134467136,"samples",31.8403231482043,0.767,"midtide","Concepción"
"310",87,21,0.0661682812094527,0.0675755919168123,0.0643777416239259,"samples",31.0737325422369,0.711,"midtide","Concepción"
"311",88,22,0.0646533707389686,0.0658298770163911,0.0630271143382048,"samples",30.3623052250265,0.664,"midtide","Concepción"
"312",89,23,0.0632391019360433,0.0645664138152487,0.0616280928476962,"samples",29.6981409196879,0.636,"midtide","Concepción"
"313",90,24,0.0618847780440255,0.0631025846535176,0.0602515705715191,"samples",29.0621277480157,0.56,"midtide","Concepción"
"314",91,25,0.0606930448003398,0.0620794157142036,0.0592211123728494,"samples",28.5024698666396,0.563,"midtide","Concepción"
"315",92,26,0.0594932321631711,0.060729294562688,0.057843969926112,"samples",27.9390177668312,0.495,"midtide","Concepción"
"316",93,27,0.0584383924175985,0.0598384626689649,0.0569750117601766,"samples",27.4436473638267,0.533,"midtide","Concepción"
"317",94,28,0.0573029014118263,0.0583172499949018,0.0558482994806189,"samples",26.9104017788947,0.449,"midtide","Concepción"
"318",95,29,0.0563472136247184,0.0574781959464881,0.0548328438717928,"samples",26.4615947954327,0.435,"midtide","Concepción"
"319",96,30,0.0554217661437874,0.0565470504307406,0.0539744883220532,"samples",26.0269891659876,NA,"midtide","Concepción"
"320",116,2,0.251208499831996,0.257288138569154,0.247226313111289,"samples",100,17.93,"lowtide","Concepción"
"321",117,3,0.206167533168921,0.21129394284196,0.203116512496809,"samples",82.0702855623128,11.097,"lowtide","Concepción"
"322",118,4,0.178291387035322,0.182306859253166,0.174631719159691,"samples",70.9734691121362,7.455,"lowtide","Concepción"
"323",119,5,0.159563181643524,0.163703385105441,0.156273176418828,"samples",63.5182255975565,5.591,"lowtide","Concepción"
"324",120,6,0.145518035285957,0.148636343430798,0.14294978733559,"samples",57.9271940970459,4.211,"lowtide","Concepción"
"325",121,7,0.134939450504066,0.137908579428639,0.133039710858351,"samples",53.7161165304166,3.462,"lowtide","Concepción"
"326",122,8,0.126242503651048,0.129195852532911,0.123941121305313,"samples",50.2540733038401,2.865,"lowtide","Concepción"
"327",123,9,0.119045679453061,0.121235327295221,0.117297285310854,"samples",47.3891924567349,2.445,"lowtide","Concepción"
"328",124,10,0.112903034053084,0.115099689208296,0.11127111057159,"samples",44.943954575021,2.076,"lowtide","Concepción"
"329",125,11,0.107686804148997,0.109879979771443,0.105747767232279,"samples",42.8675001924762,1.806,"lowtide","Concepción"
"330",126,12,0.103151014723528,0.105164848868603,0.101583229872938,"samples",41.0619126313455,1.605,"lowtide","Concepción"
"331",127,13,0.099119382184611,0.10150429913644,0.0972310755170098,"samples",39.45701767691,1.471,"lowtide","Concepción"
"332",128,14,0.0954232804553784,0.097498457880607,0.0938203916721462,"samples",37.9856893851904,1.283,"lowtide","Concepción"
"333",129,15,0.0921991735412385,0.094240163784303,0.0906839181732789,"samples",36.7022507609814,1.158,"lowtide","Concepción"
"334",130,16,0.0892904004111879,0.0910433101521539,0.0878022220992561,"samples",35.5443388543397,1.061,"lowtide","Concepción"
"335",131,17,0.0866257766987705,0.0885654116184097,0.0851823165051306,"samples",34.483616898594,0.968,"lowtide","Concepción"
"336",132,18,0.0841945368499902,0.0859163847722486,0.0828083682529517,"samples",33.5157993882763,0.906,"lowtide","Concepción"
"337",133,19,0.0819175730578841,0.0836662130110821,0.0805785956826426,"samples",32.6093954275708,0.816,"lowtide","Concepción"
"338",134,20,0.0798670440726227,0.0814713959497108,0.0784885018307778,"samples",31.7931296616303,0.781,"lowtide","Concepción"
"339",135,21,0.0779046266019237,0.0795153388314209,0.076626591118809,"samples",31.0119389487319,0.705,"lowtide","Concepción"
"340",136,22,0.0761330382572644,0.0776204375330364,0.0748214656182378,"samples",30.3067126742053,0.67,"lowtide","Concepción"
"341",137,23,0.0744501275005897,0.0761061609400435,0.0732128246969646,"samples",29.6367867927959,0.626,"lowtide","Concepción"
"342",138,24,0.0728779151191782,0.0743166464668688,0.0717407028481384,"samples",29.0109272448655,0.573,"lowtide","Concepción"
"343",139,25,0.0714386197490565,0.0728349472963798,0.0702520863610577,"samples",28.4379787295547,0.553,"lowtide","Concepción"
"344",140,26,0.0700496235121838,0.0714320089223674,0.068903483354453,"samples",27.8850530770383,0.514,"lowtide","Concepción"
"345",141,27,0.0687574993042627,0.0701903340035577,0.0675997730933854,"samples",27.3706898254823,0.505,"lowtide","Concepción"
"346",142,28,0.0674901297592755,0.0689066796803795,0.0664546232981983,"samples",26.8661808037594,0.444,"lowtide","Concepción"
"347",143,29,0.0663755233982441,0.0676785287459969,0.0653123284968503,"samples",26.4224830937787,0.473,"lowtide","Concepción"
"348",144,30,0.0651873701865938,0.0665337788867942,0.0641159098016185,"samples",25.9495081695843,NA,"lowtide","Concepción"
"349",20,2,0.121856640151093,0.135327638345272,0.11180317869808,"samples",100,17.203,"hightide","Fernando de Noronha"
"350",21,3,0.100893296284611,0.111471043060916,0.0932876087945406,"samples",82.796716009494,10.936,"hightide","Fernando de Noronha"
"351",22,4,0.087567456296057,0.0974989206008784,0.0802281928197997,"samples",71.8610460517213,7.335,"hightide","Fernando de Noronha"
"352",23,5,0.0786289497422206,0.0878463227525486,0.0721804044906694,"samples",64.5257818078087,5.751,"hightide","Fernando de Noronha"
"353",24,6,0.0716205255019988,0.0786938538314062,0.0666730408803947,"samples",58.774413452722,4.293,"hightide","Fernando de Noronha"
"354",25,7,0.0663886360389808,0.0729084527841058,0.0612828427489527,"samples",54.4809342820089,3.391,"hightide","Fernando de Noronha"
"355",26,8,0.0622559533769153,0.0690985627694844,0.0574532262503849,"samples",51.0895042729907,3.073,"hightide","Fernando de Noronha"
"356",27,9,0.0585106970790606,0.0645481948031865,0.0541288091345177,"samples",48.0160104582827,2.311,"hightide","Fernando de Noronha"
"357",28,10,0.0556951548728642,0.0615280414028897,0.0512732786604563,"samples",45.7054739108239,2.152,"hightide","Fernando de Noronha"
"358",29,11,0.0530730940130543,0.0588691883742821,0.049065105976905,"samples",43.55371520768,1.832,"hightide","Fernando de Noronha"
"359",30,12,0.0508411049116113,0.0558523605329092,0.0475874560829028,"samples",41.7220636057029,1.654,"hightide","Fernando de Noronha"
"360",31,13,0.0488255667599196,0.0540518695291079,0.0448150304708276,"samples",40.068039541694,1.478,"hightide","Fernando de Noronha"
"361",32,14,0.0470239207654523,0.0520491466142878,0.0436461914445469,"samples",38.5895431772502,1.152,"hightide","Fernando de Noronha"
"362",33,15,0.0456205615380885,0.0504903110287186,0.0420146585222815,"samples",37.4378954495403,1.362,"hightide","Fernando de Noronha"
"363",34,16,0.0439607718303253,0.0486927911193872,0.0403013661411792,"samples",36.0758115239493,1.003,"hightide","Fernando de Noronha"
"364",35,17,0.0427382675737565,0.0473699698808893,0.039490092595782,"samples",35.0725799765728,0.97,"hightide","Fernando de Noronha"
"365",36,18,0.0415559305714662,0.0461820729078015,0.0381437006110157,"samples",34.1023111419616,0.957,"hightide","Fernando de Noronha"
"366",37,19,0.0403897450775382,0.0445145868507346,0.0372662972420231,"samples",33.1452968237579,0.829,"hightide","Fernando de Noronha"
"367",38,20,0.0393796243860886,0.0435336162859816,0.0363900206894307,"samples",32.316354970284,0.741,"hightide","Fernando de Noronha"
"368",39,21,0.0384766526519398,0.0425327011022378,0.0351866917711064,"samples",31.5753434562382,0.795,"hightide","Fernando de Noronha"
"369",40,22,0.0375083588557249,0.041406687101726,0.0348727613818074,"samples",30.7807262773842,0.507,"hightide","Fernando de Noronha"
"370",41,23,0.0368905991355793,0.0408983232913086,0.0339463488233267,"samples",30.2737701366441,0.843,"hightide","Fernando de Noronha"
"371",42,24,0.0358639129005673,0.039717411735012,0.0330583902935412,"samples",29.4312339943879,0.466,"hightide","Fernando de Noronha"
"372",43,25,0.0352962452260555,0.0388151672980147,0.0325433124572906,"samples",28.9653852119104,0.635,"hightide","Fernando de Noronha"
"373",44,26,0.034522309339189,0.0381821167638879,0.031798956758384,"samples",28.3302652168844,0.503,"hightide","Fernando de Noronha"
"374",45,27,0.0339097901397138,0.0376477512572238,0.0311624974349132,"samples",27.8276096383984,0.475,"hightide","Fernando de Noronha"
"375",46,28,0.0333313571255303,0.0366881070733749,0.0310457486797916,"samples",27.3529264258411,0.497,"hightide","Fernando de Noronha"
"376",47,29,0.0327253398317174,0.0364878725518073,0.0301761515353431,"samples",26.8556065481049,0.536,"hightide","Fernando de Noronha"
"377",48,30,0.032072320218796,0.0355717090982202,0.0296579720818538,"samples",26.3197148542983,NA,"hightide","Fernando de Noronha"
"378",68,2,0.186945446264174,0.198759020517947,0.171003565783832,"samples",100,17.012,"midtide","Fernando de Noronha"
"379",69,3,0.155142871349703,0.164492110387789,0.143689272671797,"samples",82.9883126067001,11.262,"midtide","Fernando de Noronha"
"380",70,4,0.134089597864566,0.141834535131185,0.124313544589744,"samples",71.7265921926136,7.486,"midtide","Fernando de Noronha"
"381",71,5,0.120095078456085,0.126779194718956,0.110379727060305,"samples",64.2407081081704,5.57,"midtide","Fernando de Noronha"
"382",72,6,0.109681327502022,0.115413492971117,0.101171259171573,"samples",58.6702322489475,4.102,"midtide","Fernando de Noronha"
"383",73,7,0.102012360419039,0.107709488694512,0.0945026955736287,"samples",54.5679835789551,3.618,"midtide","Fernando de Noronha"
"384",74,8,0.0952490024300831,0.0997217858600119,0.0875941856620679,"samples",50.9501591686197,2.981,"midtide","Fernando de Noronha"
"385",75,9,0.0896753207390572,0.0938922034187173,0.0826842478181486,"samples",47.9687109427294,2.378,"midtide","Fernando de Noronha"
"386",76,10,0.085230665358266,0.0893925278028909,0.0785238816929779,"samples",45.5911962882615,2.09,"midtide","Fernando de Noronha"
"387",77,11,0.0813242723356566,0.0854185116541542,0.0748323560397803,"samples",43.5016064637042,1.921,"midtide","Fernando de Noronha"
"388",78,12,0.0777330379164461,0.0821764479768846,0.0718371560080175,"samples",41.5805998326383,1.559,"midtide","Fernando de Noronha"
"389",79,13,0.0748176888276067,0.0785266962095154,0.0688860823513319,"samples",40.0211346800506,1.435,"midtide","Fernando de Noronha"
"390",80,14,0.0721343952552043,0.0760451403224649,0.0664670236558366,"samples",38.5857995991358,1.373,"midtide","Fernando de Noronha"
"391",81,15,0.0695672516614345,0.0727609644213644,0.0640518267334156,"samples",37.2125949316404,1.19,"midtide","Fernando de Noronha"
"392",82,16,0.0673422934711166,0.0706374860906721,0.0621889046325618,"samples",36.0224305094625,1.049,"midtide","Fernando de Noronha"
"393",83,17,0.0653813077962661,0.0687627439591702,0.0599532046648043,"samples",34.9734690535737,0.982,"midtide","Fernando de Noronha"
"394",84,18,0.0635456330548342,0.06693080857098,0.0586470645804295,"samples",33.9915383469878,0.874,"midtide","Fernando de Noronha"
"395",85,19,0.0619110415950565,0.0648930464880925,0.0566211461647908,"samples",33.1171701864134,0.869,"midtide","Fernando de Noronha"
"396",86,20,0.0602860115235255,0.0633594414632485,0.0556398717101975,"samples",32.2479165597513,0.77,"midtide","Fernando de Noronha"
"397",87,21,0.0588460759366258,0.0621503287837764,0.0543355798766909,"samples",31.4776728251888,0.671,"midtide","Fernando de Noronha"
"398",88,22,0.0575915204352313,0.060600947197944,0.052997939339071,"samples",30.8065917550344,0.714,"midtide","Fernando de Noronha"
"399",89,23,0.056257272878054,0.0590878910401974,0.0518113654398605,"samples",30.0928821762026,0.668,"midtide","Fernando de Noronha"
"400",90,24,0.0550080011887329,0.0579148399672118,0.050704464576686,"samples",29.4246274985488,0.582,"midtide","Fernando de Noronha"
"401",91,25,0.0539207221704072,0.0568952620219441,0.0496875503955401,"samples",28.8430251968863,0.577,"midtide","Fernando de Noronha"
"402",92,26,0.0528413600123278,0.055600521184545,0.0485768141341644,"samples",28.2656577457668,0.534,"midtide","Fernando de Noronha"
"403",93,27,0.0518430045517209,0.0543536095841232,0.0478342724799465,"samples",27.7316220254229,0.455,"midtide","Fernando de Noronha"
"404",94,28,0.0509919668088674,0.0536683265967776,0.0466555322947746,"samples",27.2763888224431,0.47,"midtide","Fernando de Noronha"
"405",95,29,0.0501128863626045,0.0525634998369366,0.046091257817368,"samples",26.8061551452768,0.444,"midtide","Fernando de Noronha"
"406",96,30,0.0492821526545663,0.0518793783566642,0.0448426027638171,"samples",26.3617828834008,NA,"midtide","Fernando de Noronha"
"407",116,2,0.240318019378453,0.249953897007884,0.228801480561688,"samples",100,18.2,"lowtide","Fernando de Noronha"
"408",117,3,0.196580081237022,0.204449636935627,0.18552274780982,"samples",81.7999756095892,10.587,"lowtide","Fernando de Noronha"
"409",118,4,0.171138175696518,0.177432113352765,0.162140776074591,"samples",71.2132099536862,7.564,"lowtide","Fernando de Noronha"
"410",119,5,0.152961072598607,0.158932321984378,0.144855444102053,"samples",63.649439602664,5.532,"lowtide","Fernando de Noronha"
"411",120,6,0.13966576203101,0.144828289393286,0.133228456257108,"samples",58.1170577188657,4.314,"lowtide","Fernando de Noronha"
"412",121,7,0.129297442887468,0.133964374758122,0.12342728171645,"samples",53.8026416919867,3.489,"lowtide","Fernando de Noronha"
"413",122,8,0.120913623965746,0.125456966376505,0.114890646886293,"samples",50.3140065312087,2.822,"lowtide","Fernando de Noronha"
"414",123,9,0.114132454594447,0.117907742748,0.108052025129837,"samples",47.4922583373623,2.464,"lowtide","Fernando de Noronha"
"415",124,10,0.108210708593999,0.112095800527775,0.103141830047342,"samples",45.0281293403924,2.107,"lowtide","Fernando de Noronha"
"416",125,11,0.103147230275139,0.107031492664727,0.0980978180044953,"samples",42.9211386403377,1.853,"lowtide","Fernando de Noronha"
"417",126,12,0.0986936264401673,0.102615101917126,0.0933774245246321,"samples",41.0679260321069,1.649,"lowtide","Fernando de Noronha"
"418",127,13,0.0947297485297275,0.0978072911734453,0.0899328427483755,"samples",39.4184958642436,1.401,"lowtide","Fernando de Noronha"
"419",128,14,0.0913621391244046,0.0946740892835265,0.086425053434438,"samples",38.0171821325339,1.216,"lowtide","Fernando de Noronha"
"420",129,15,0.0884395782066836,0.0917834461894117,0.0838865870986773,"samples",36.8010598769995,1.16,"lowtide","Fernando de Noronha"
"421",130,16,0.0856518624710945,0.0889973250211258,0.0810935799240231,"samples",35.6410487622278,1.146,"lowtide","Fernando de Noronha"
"422",131,17,0.0828966632688494,0.0861331403760174,0.0787051067844006,"samples",34.4945682738438,0.928,"lowtide","Fernando de Noronha"
"423",132,18,0.0806670046044176,0.0836444845178261,0.0762710990490467,"samples",33.5667732336722,0.881,"lowtide","Fernando de Noronha"
"424",133,19,0.0785509551325495,0.0816806723400246,0.0744774303250445,"samples",32.6862527145114,0.806,"lowtide","Fernando de Noronha"
"425",134,20,0.0766133259195165,0.0796242313129398,0.0729238084595451,"samples",31.8799755913708,0.817,"lowtide","Fernando de Noronha"
"426",135,21,0.0746507048143386,0.0776623889496466,0.0707615562668852,"samples",31.0632989600246,0.705,"lowtide","Fernando de Noronha"
"427",136,22,0.0729562931890733,0.0754597670747936,0.0692841995228811,"samples",30.3582283915971,0.664,"lowtide","Fernando de Noronha"
"428",137,23,0.0713600845921294,0.0740691447867369,0.0674700197255956,"samples",29.694021603828,0.619,"lowtide","Fernando de Noronha"
"429",138,24,0.0698722842770233,0.0722371167524351,0.0661147035589541,"samples",29.0749251586451,0.595,"lowtide","Fernando de Noronha"
"430",139,25,0.0684422268632479,0.0709566640209122,0.0648906486929563,"samples",28.4798564170359,0.559,"lowtide","Fernando de Noronha"
"431",140,26,0.0670998654791047,0.0695401176641472,0.0637475545220694,"samples",27.9212793333803,0.47,"lowtide","Fernando de Noronha"
"432",141,27,0.0659707780621391,0.0684148283746605,0.0623528708711896,"samples",27.451448806362,0.532,"lowtide","Fernando de Noronha"
"433",142,28,0.0646911572898458,0.0671212260788859,0.0614505604135037,"samples",26.9189790499938,0.463,"lowtide","Fernando de Noronha"
"434",143,29,0.0635786783597487,0.0657724397174946,0.0602520234800554,"samples",26.4560595681446,0.463,"lowtide","Fernando de Noronha"
"435",144,30,0.0624669169547083,0.064762786155717,0.0591405729863768,"samples",25.9934386594354,NA,"lowtide","Fernando de Noronha"
"436",1,2,0.0207408081127666,0.0488019014418038,0,"samples",100,5.882,"hightide","Gandoca-Manzanillo"
"437",2,3,0.0219608556488117,0.0488019014418038,0.00813365024030063,"samples",105.882352941176,4.534,"hightide","Gandoca-Manzanillo"
"438",3,4,0.0229011779355145,0.0492973492198242,0.00610023768022547,"samples",110.416034953904,14.566,"hightide","Gandoca-Manzanillo"
"439",4,5,0.0198799898079887,0.0323494044660661,0.00976038028836076,"samples",95.8496395121265,3.972,"hightide","Gandoca-Manzanillo"
"440",5,6,0.020703849593455,0.0332692927797694,0.010065392172372,"samples",99.8218077178545,9.615,"hightide","Gandoca-Manzanillo"
"441",6,7,0.018709590888263,0.0274947579596388,0.00745352264479165,"samples",90.2066630506392,6.53,"hightide","Gandoca-Manzanillo"
"442",7,8,0.017355298134051,0.0278928123982421,0.00896384208701786,"samples",83.6770584814789,10.164,"hightide","Gandoca-Manzanillo"
